gene_symbol,exon_length
1700024B18Rik,1138
1700024G13Rik,850
1700024I08Rik,2743
1700024J04Rik,6445
1700024K11Rik,1010
1700024N05Rik,949
1700024P12Rik,1326
1700025A08Rik,609
1700025B11Rik,553
1700025C18Rik,702
1700025D23Rik,4281
1700025F24Rik,19383
1700025G04Rik,12741
1700025H01Rik,6507
1700025J12Rik,5493
1700025K04Rik,2460
1700025K24Rik,10583
1700025L06Rik,6440
1700025M24Rik,15395
1700025N21Rik,2428
1700025N23Rik,4881
1700025O08Rik,1656
1700026D11Rik,21506
1700026F02Rik,9478
1700026J12Rik,5337
1700026J14Rik,2670
1700026N04Rik,4822
1700027A07Rik,1444
1700027F06Rik,9123
1700027F09Rik,16281
1700027H10Rik,1594
1700027I24Rik,3620
1700027J07Rik,16034
1700028B04Rik,555
1700028D13Rik,6820
1700028E10Rik,15327
1700028E11Rik,15848
1700028I16Rik,7667
1700028J19Rik,5153
1700028K03Rik,9111
1700028M03Rik,4710
1700028N14Rik,752
1700028P15Rik,19637
1700029B22Rik,4017
1700029B24Rik,497
1700029E06Rik,1460
1700029F12Rik,2633
1700029H14Rik,2355
1700029J03Rik,16902
1700029K24Rik,2085
1700029M03Rik,6003
1700029M20Rik,22572
1700029N11Rik,10342
1700030A11Rik,1260
1700030C10Rik,14515
1700030C12Rik,7771
1700030C14Rik,3272
1700030E10Rik,9610
1700030F04Rik,35532
1700030I03Rik,942
1700030J22Rik,4210
1700030K09Rik,4138
1700030L20Rik,17456
1700030L22Rik,2451
1700030M09Rik,3124
1700030N03Rik,7794
1700030N18Rik,966
1700030O20Rik,1539
1700031A10Rik,3974
1700031C06Rik,1275
1700031F05Rik,1602
1700031F10Rik,1482
1700031L13Rik,2906
1700031M16Rik,343
1700031P21Rik,8221
1700034B16Rik,765
1700034E13Rik,581
1700034G24Rik,7131
1700034H15Rik,26128
1700034J04Rik,750
1700034J05Rik,4329
1700034K08Rik,2714
1700034P13Rik,29722
1700036A12Rik,3725
1700036G14Rik,1850
1700036O09Rik,384
1700037C18Rik,4728
1700037F03Rik,3185
1700037J18Rik,365
1700037N05Rik,1145
1700039E22Rik,1367
1700039I01Rik,479
1700039M10Rik,5171
1700039M15Rik,1810
1700039O17Rik,3739
1700040B14Rik,623
1700040D17Rik,5987
1700040F17Rik,822
1700040K01Rik,1943
1700040L08Rik,541
1700040P09Rik,7793
1700041A01Rik,1908
1700041B01Rik,1158
1700041C23Rik,2700
1700041G16Rik,8109
1700041I07Rik,8939
1700041M05Rik,2181
1700041M19Rik,9253
1700042D02Rik,5152
1700042D18Rik,1152
1700042G15Rik,5516
1700042O05Rik,609
1700042O10Rik,3076
1700043A12Rik,3724
1700044K03Rik,2413
1700044K19Rik,2106
1700045H11Rik,4606
1700045I11Rik,493
1700046C09Rik,4347
1700047A11Rik,2959
1700047E10Rik,568
1700047F07Rik,1385
1700047G03Rik,4432
1700047G07Rik,4698
1700047K16Rik,1011
1700047L14Rik,1543
1700047M11Rik,22963
1700047N06Rik,920
1700047O18Rik,743
1700048C15Rik,443
1700048F04Rik,5874
1700048J15Rik,1588
1700048M11Rik,1751
1700048O14Rik,5591
1700048O20Rik,18423
1700048P04Rik,4128
1700049E15Rik,2870
1700049E17Rik1,1761
1700049E17Rik2,1954
1700049E22Rik,9928
1700049L16Rik,813
1700051A21Rik,9136
1700051K13Rik,696
1700051O22Rik,1268
1700052H01Rik,7081
1700052I22Rik,1814
1700052K11Rik,4502
1700054A03Rik,11660
1700054K02Rik,376
1700054K19Rik,7816
1700054M17Rik,1750
1700054O05Rik,1142
1700054O19Rik,868
1700055C04Rik,2960
1700055D18Rik,5804
1700056E22Rik,2239
1700056I18Rik,682
1700056N10Rik,1082
1700057D03Rik,5404
1700057H15Rik,9393
1700057H21Rik,21765
1700058P15Rik,2129
1700060C16Rik,2012
1700060C20Rik,1044
1700060J05Rik,2782
1700060O08Rik,3570
1700061A03Rik,455
1700061D14Rik,2525
1700061E17Rik,29043
1700061E18Rik,4336
1700061F12Rik,6125
1700061H18Rik,3686
1700061I17Rik,6127
1700061J23Rik,8963
1700061N14Rik,3419
1700062C10Rik,4227
1700063A18Rik,840
1700063D05Rik,12794
1700063H04Rik,20265
1700063H06Rik,2623
1700063I16Rik,611
1700063J08Rik,554
1700063K16Rik,369
1700064F23Rik,2912
1700064H15Rik,2275
1700064J06Rik,386
1700064M15Rik,2792
1700064N11Rik,2538
1700065D16Rik,10023
1700065I16Rik,8437
1700065J11Rik,2750
1700065J18Rik,5316
1700065L07Rik,5307
1700065O20Rik,2847
1700066B17Rik,23405
1700066C05Rik,407
1700066D14Rik,1034
1700066J03Rik,2910
1700066M21Rik,3893
1700066N21Rik,3871
1700067G17Rik,4586
1700067K01Rik,3243
1700067P10Rik,2178
1700069B07Rik,1762
1700069L16Rik,7512
1700069P05Rik,786
1700071G01Rik,762
1700071K01Rik,819
1700071M16Rik,6006
1700072B07Rik,10743
1700072F12Rik,933
1700072G22Rik,2971
1700072I22Rik,6867
1700072O05Rik,10230
1700073E17Rik,741
1700074A21Rik,346
1700074H08Rik,5696
1700080C20Rik,246
1700080F18Rik,1131
1700080G18Rik,587
1700080N15Rik,6708
1700081B01Rik,17054
1700081H04Rik,8474
1700081N11Rik,3168
1700082C02Rik,562
1700082M22Rik,6379
1700082O11Rik,1373
1700083H02Rik,3078
1700084C06Rik,3458
1700084D21Rik,2883
1700084E18Rik,3792
1700084F23Rik,25186
1700084J12Rik,734
1700084M14Rik,559
1700084M22Rik,4045
1700085B13Rik,636
1700085C21Rik,1082
1700085D07Rik,318
1700085D22Rik,10084
1700085G17Rik,1400
1700086D15Rik,2152
1700086O06Rik,28303
1700086P04Rik,8428
1700087I21Rik,32996
1700087M22Rik,4385
1700088E04Rik,8830
1700091H14Rik,1683
1700092C10Rik,20388
1700092C17Rik,3596
1700092E16Rik,753
1700092E19Rik,4825
1700092K14Rik,2928
1700093J21Rik,4487
1700093K21Rik,2603
1700093P08Rik,152
1700094I16Rik,382
1700094J05Rik,8164
1700094M23Rik,8604
1700094M24Rik,7801
1700095A13Rik,14117
1700095A21Rik,14384
1700095B10Rik,11839
1700095J03Rik,3674
1700095J07Rik,13512
1700095J12Rik,2000
1700095K22Rik,2022
1700096J18Rik,2719
1700096K18Rik,1576
1700096P03Rik,2689
1700097M23Rik,1522
1700097N02Rik,2754
1700099I09Rik,13090
1700100I10Rik,15979
1700100L14Rik,4454
1700100M05Rik,1573
1700101I11Rik,18341
1700101I19Rik,1266
1700101O22Rik,6958
1700102F20Rik,670
1700102H20Rik,7236
1700102J08Rik,3322
1700102P08Rik,1262
1700104B16Rik,5546
1700104L18Rik,684
1700105F02Rik,17149
1700105G05Rik,2001
1700105P06Rik,5845
1700106J12Rik,982
1700106O07Rik,932
1700108F19Rik,29849
1700108I11Rik,4128
1700108J01Rik,3026
1700108N06Rik,4673
1700108N11Rik,2187
1700109G14Rik,8370
1700109G15Rik,5804
1700109H08Rik,3777
1700109I08Rik,4754
1700109K24Rik,3229
1700110C19Rik,12549
1700110I01Rik,17284
1700110I07Rik,32264
1700110K17Rik,5441
1700111E14Rik,1730
1700111N16Rik,2493
1700112D23Rik,15730
1700112H04Rik,783
1700112H15Rik,1930
1700112J05Rik,7784
1700112J16Rik,18677
1700112K13Rik,717
1700112L15Rik,510
1700112M02Rik,9090
1700112N08Rik,2686
1700113A16Rik,14008
1700113B09Rik,6829
1700113B19Rik,420
1700113H08Rik,2829
1700116B05Rik,2722
1700119H24Rik,3242
1700119I11Rik,2466
1700120B22Rik,4901
1700120C14Rik,20224
1700120C18Rik,2206
1700120E14Rik,2666
1700120G07Rik,12788
1700120G11Rik,6625
1700120K04Rik,761
1700121C08Rik,5206
1700121C10Rik,1963
1700121L03Rik,1265
1700121L16Rik,1383
1700121N20Rik,9035
1700122C19Rik,19231
1700122E12Rik,4093
1700122H20Rik,3284
1700122O11Rik,771
1700123E06Rik,713
1700123J17Rik,2997
1700123K08Rik,2687
1700123M08Rik,33009
1700123O12Rik,13374
1700123O20Rik,3922
1700123O21Rik,5037
1700124L16Rik,9838
1700124M09Rik,7536
1700125G02Rik,573
1700125G22Rik,8541
1700125H03Rik,4966
1700126A01Rik,14357
1700126G02Rik,2969
1700126H18Rik,405
1700127F24Rik,12418
1700127G19Rik,653
1700128A07Rik,10845
1700128E19Rik,2970
1700128F08Rik,8392
1700128I11Rik,1599
1700129C05Rik,1668
1700129L04Rik,13449
1810006J02Rik,16109
1810007C17Rik,1344
1810007D17Rik,1267
1810008B01Rik,829
1810008I18Rik,15833
1810009A15Rik,3105
1810009J06Rik,882
1810010H24Rik,3267
1810010K12Rik,6725
1810012K08Rik,1191
1810012K16Rik,1791
1810013D15Rik,7674
1810014B01Rik,204
1810014P07Rik,2082
1810017P11Rik,558
1810018F18Rik,3407
1810019D21Rik,37043
1810019N24Rik,6358
1810021B22Rik,8635
1810021M19Rik,304
1810024B03Rik,3630
1810028F09Rik,1248
1810030O07Rik,2699
1810034E14Rik,6291
1810035K13Rik,354
1810041H14Rik,11572
1810044D09Rik,5013
1810044K17Rik,5270
1810049I09Rik,4428
1810049J17Rik,462
1810053B23Rik,38226
1810055G02Rik,7920
1810058N15Rik,5253
1810059C17Rik,4975
1810059H22Rik,14597
1810062G17Rik,911
1810062O18Rik,4609
1810063I02Rik,2069
1810064F22Rik,4990
1810065E05Rik,926
1810073J14Rik,374
1810073O08Rik,2699
2010001A14Rik,11757
2010001K21Rik,11843
2010001M07Rik,667
2010002M09Rik,1487
2010003K11Rik,1167
2010004M13Rik,764
2010007H06Rik,12875
2010008C14Rik,593
2010009K17Rik,579
2010010A06Rik,6350
2010013B24Rik,4164
2010016I18Rik,9145
2010103J01Rik,393
2010106C02Rik,847
2010106E10Rik,2013
2010106G04Rik,311
2010109A12Rik,1466
2010109P13Rik,392
2010110E17Rik,879
2010110G14Rik,527
2010110K18Rik,23001
2010203P06Rik,8289
2010204K13Rik,11606
2010308F09Rik,10321
2010309G21Rik,4448
2010310C07Rik,2966
2010315B03Rik,5175
2010320M18Rik,1180
2010320O07Rik,3151
2200002A13Rik,709
2200002D01Rik,1840
2200002J24Rik,1322
2200007N16Rik,238
2210008F06Rik,2995
2210009P08Rik,465
2210011K15Rik,2094
2210016L21Rik,4704
2210017I01Rik,822
2210020O09Rik,518
2210022D18Rik,1826
2210039B01Rik,1921
2210402C17Rik,300
2210404E10Rik,711
2210406H18Rik,1108
2210406O10Rik,13055
2210408F21Rik,82068
2210408I21Rik,7354
2210409D07Rik,479
2210409E12Rik,346
2210411M09Rik,643
2210412B16Rik,498
2210414B05Rik,1433
2210414F02Rik,537
2210417A02Rik,3702
2210418O10Rik,6712
2210420H20Rik,629
2300002M23Rik,2736
2300009A05Rik,3194
2310001H17Rik,71950
2310001K20Rik,951
2310001K24Rik,911
2310002D06Rik,1560
2310002F09Rik,16402
2310002L09Rik,3087
2310003L06Rik,1603
2310003N18Rik,6457
2310005A03Rik,1398
2310005E17Rik,5736
2310008N11Rik,3411
2310009B15Rik,2450
2310010J17Rik,8815
2310011J03Rik,1649
2310014F06Rik,17543
2310015A10Rik,27821
2310015A16Rik,8395
2310015D24Rik,11792
2310016D03Rik,4533
2310016D23Rik,3047
2310016G11Rik,3533
2310020H05Rik,16263
2310022A10Rik,7930
2310022B05Rik,3307
2310026I22Rik,4787
2310026L22Rik,1137
2310030A07Rik,610
2310030G06Rik,2129
2310033P09Rik,1285
2310034G01Rik,1373
2310034O05Rik,18517
2310039L15Rik,14964
2310040G07Rik,549
2310040G24Rik,15446
2310043L19Rik,4974
2310043M15Rik,7373
2310043O21Rik,8145
2310043P16Rik,3881
2310044K18Rik,2762
2310047D07Rik,13411
2310047K21Rik,8112
2310057B04Rik,735
2310057J18Rik,3081
2310057M21Rik,16200
2310058D17Rik,9265
2310061D13Rik,382
2310061I04Rik,5470
2310065F04Rik,12221
2310067P03Rik,1032
2310068J16Rik,1404
2310069B03Rik,3783
2310069G16Rik,46668
2310074N15Rik,582
2310075C17Rik,881
2310075K07Rik,3632
2310079G19Rik,881
2310081O03Rik,4597
2410002F23Rik,27883
2410003I16Rik,20543
2410003L11Rik,16150
2410004B18Rik,5128
2410004I01Rik,4367
2410006H16Rik,13326
2410012E07Rik,1747
2410017I17Rik,4092
2410018L13Rik,8639
2410021H03Rik,3131
2410022M11Rik,1988
2410039M03Rik,928
2410080I02Rik,7619
2410087M07Rik,5471
2410124H12Rik,6578
2410137M14Rik,1306
2410152P15Rik,871
2410164B09Rik,1010
2500002B13Rik,19112
2500004C02Rik,8988
2510002D24Rik,3360
2510009E07Rik,8502
2510016D11Rik,985
2510017J16Rik,1263
2510039O18Rik,2731
2510046G10Rik,1409
2600002D14Rik,292
2600006K01Rik,5171
2600014E21Rik,33826
2610001A08Rik,867
2610005L07Rik,102329
2610008E11Rik,6555
2610011E03Rik,2235
2610012C04Rik,1023
2610016A17Rik,2761
2610017A05Rik,6193
2610020C07Rik,25516
2610020F03Rik,1364
2610021A01Rik,6076
2610024D14Rik,294
2610027F03Rik,6642
2610027K06Rik,5519
2610028D06Rik,1713
2610028E06Rik,25093
2610028H24Rik,2314
2610029K11Rik,3083
2610034O05Rik,855
2610035D17Rik,51413
2610035F20Rik,23560
2610037D02Rik,29114
2610042L04Rik,1886
2610105M22Rik,1153
2610203C22Rik,17793
2610204G07Rik,1880
2610206C17Rik,6592
2610300A13Rik,503
2610300M13Rik,3808
2610303G11Rik,545
2610306M01Rik,2054
2610306O10Rik,612
2610307P16Rik,61157
2610316D01Rik,29298
2610318M16Rik,10994
2610318N02Rik,3918
2610507I01Rik,13769
2610528J11Rik,1581
2700012I20Rik,2587
2700016F22Rik,750
2700029L08Rik,1465
2700033N17Rik,4467
2700038G22Rik,21153
2700046A07Rik,11701
2700049A03Rik,6235
2700052C19Rik,335
2700054A10Rik,10271
2700062C07Rik,2383
2700068H02Rik,1872
2700069I18Rik,10294
2700078F05Rik,3244
2700079J08Rik,1588
2700080J24Rik,1662
2700089I24Rik,1827
2700097O09Rik,6327
2700099C18Rik,24736
2810001A02Rik,2586
2810001G20Rik,8156
2810002D19Rik,11128
2810013P06Rik,3483
2810021J22Rik,3971
2810025M15Rik,251
2810029C07Rik,19676
2810030D12Rik,19078
2810032G03Rik,18933
2810036E18Rik,1470
2810039B14Rik,1113
2810047C21Rik1,915
2810048H02Rik,1730
2810402E24Rik,3172
2810403D21Rik,54399
2810403G07Rik,1622
2810404F17Rik,1704
2810404M03Rik,4092
2810405F15Rik,932
2810405F17Rik,1470
2810407A14Rik,7634
2810408A11Rik,7678
2810408I11Rik,8591
2810414N06Rik,4892
2810428J06Rik,2696
2810429I04Rik,48375
2810430I11Rik,3416
2810432F15Rik,657
2810433D01Rik,2837
2810442N19Rik,1937
2810449D17Rik,5312
2810454H06Rik,3148
2810455O05Rik,1691
2810457G06Rik,1367
2810459M11Rik,3846
2810461L16Rik,3362
2810468A05Rik,472
2810471M01Rik,5101
2900002M20Rik,330
2900005J15Rik,15890
2900009J06Rik,11232
2900018N21Rik,1580
2900022M07Rik,1017
2900024D18Rik,569
2900024J01Rik,5336
2900026A02Rik,10814
2900027M19Rik,4448
2900035J10Rik,532
2900037B21Rik,337
2900040C04Rik,4461
2900041M22Rik,4908
2900042G08Rik,650
2900042K21Rik,653
2900045O20Rik,2598
2900052L18Rik,14958
2900052N01Rik,17575
2900057B20Rik,1016
2900060B14Rik,849
2900060L22Rik,3605
2900060N12Rik,10037
2900064F13Rik,1008
2900064K03Rik,3113
2900069G24Rik,1311
2900072N19Rik,4274
2900076A07Rik,26657
2900076G11Rik,631
2900079G21Rik,19940
2900080M03Rik,1005
2900089D17Rik,4341
2900092C05Rik,887
2900092N22Rik,1409
2900092O11Rik,755
2900093K20Rik,750
3000002C10Rik,1008
3010001F23Rik,17670
3010003L21Rik,3831
3100003L05Rik,6711
3110004A20Rik,5100
3110006O06Rik,5280
3110009E18Rik,2742
3110009F21Rik,1625
3110009M11Rik,892
3110015C05Rik,8333
3110018I06Rik,1005
3110031N09Rik,326
3110039M20Rik,6550
3110040M04Rik,1674
3110040N11Rik,1635
3110043J17Rik,760
3110045C21Rik,12952
3110053B16Rik,22269
3110056K07Rik,13406
3110062G12Rik,1419
3110067C02Rik,2117
3110070M22Rik,2290
3110080E11Rik,3477
3110080O07Rik,1021
3110082J24Rik,2630
3110083C13Rik,3719
3110099E03Rik,17214
3200001D21Rik,2283
3222401L13Rik,12424
3300002A11Rik,3952
3300002I08Rik,2918
3300002P09Rik,1849
3300002P13Rik,11129
3300005D01Rik,6210
3425401B19Rik,5813
3632454L22Rik,10461
3732407C23Rik,3540
3830403N18Rik,1022
3830408C21Rik,58801
3830422I06Rik,1181
3830432H09Rik,3986
4122401K19Rik,7467
4631405J19Rik,9160
4631422I05Rik,1763
4632404H12Rik,8064
4632404M16Rik,2882
4632411P08Rik,3237
4632415L05Rik,1028
4632418H02Rik,2721
4632427E13Rik,33243
4632428C04Rik,16655
4632432E15Rik,2439
4633401B06Rik,1073
4731419I09Rik,2820
4732414G09Rik,5777
4732416N19Rik,3565
4732419C18Rik,12188
4732440D04Rik,9409
4732463B04Rik,7446
4732465J04Rik,63909
4732471J01Rik,20390
4732487G21Rik,3249
4732490B19Rik,6106
4732491K20Rik,15463
4732496C06Rik,2500
4733401D01Rik,2793
4831407H17Rik,997
4831440D22Rik,5409
4833403J16Rik,1031
4833404L02Rik,908
4833405L11Rik,2775
4833407H14Rik,12616
4833411C07Rik,22737
4833412C05Rik,11030
4833412C15Rik,2071
4833412K13Rik,1479
4833413E03Rik,1799
4833413G10Rik,1946
4833415N18Rik,1326
4833417C18Rik,7334
4833418N02Rik,12017
4833419F23Rik,23026
4833419O12Rik,1064
4833420G17Rik,7951
4833421G17Rik,844
4833421K07Rik,1391
4833422C13Rik,11001
4833427F10Rik,1641
4833428L15Rik,1900
4833438C02Rik,12650
4833439F03Rik,2564
4833439L19Rik,7300
4833445I07Rik,11939
4921501I09Rik,642
4921501M06Rik,967
4921504A21Rik,23244
4921504E06Rik,2542
4921504P13Rik,1047
4921507G05Rik,7060
4921508D12Rik,2026
4921508M14Rik,1099
4921509A06Rik,2065
4921509C19Rik,2684
4921509O07Rik,3239
4921509O09Rik,2294
4921511C10Rik,1463
4921511C20Rik,2031
4921511E07Rik,827
4921511I17Rik,2792
4921513H07Rik,2238
4921513I03Rik,4067
4921513I08Rik,1263
4921514A10Rik,2116
4921515E04Rik,6046
4921515G04Rik,5930
4921515L22Rik,5365
4921516A02Rik,5457
4921517D16Rik,5289
4921517D22Rik,3824
4921517O11Rik,3467
4921518B13Rik,1376
4921518K17Rik,4734
4921520J07Rik,2163
4921520N01Rik,3335
4921521D15Rik,2587
4921522A10Rik,744
4921522P10Rik,6681
4921524J17Rik,2124
4921524L21Rik,1994
4921525D07Rik,1025
4921525O09Rik,6808
4921527H02Rik,1673
4921528I07Rik,9329
4921529L05Rik,14296
4921531C22Rik,6408
4921531P14Rik,14153
4921533I20Rik,7677
4921534A09Rik,2495
4921534H16Rik,5673
4921536K21Rik,2590
4921539E11Rik,2754
4921539H07Rik,11887
4922502H24Rik,5392
4922502N22Rik,2889
4930401A07Rik,5140
4930401B11Rik,7301
4930401C12Rik,852
4930401C15Rik,4750
4930401G09Rik,1947
4930401O10Rik,12956
4930401O12Rik,1760
4930402D18Rik,1549
4930402F06Rik,2294
4930402F11Rik,11731
4930402H05Rik,2829
4930402K13Rik,1781
4930403D09Rik,5142
4930403O15Rik,3165
4930403O18Rik,1252
4930403P22Rik,784
4930404A05Rik,5819
4930404A12Rik,2544
4930404H24Rik,3199
4930404I05Rik,6090
4930404I20Rik,3152
4930404K06Rik,6498
4930404K13Rik,3952
4930404O17Rik,857
4930405A10Rik,4786
4930405A21Rik,7494
4930405D01Rik,15974
4930405D11Rik,7731
4930405E02Rik,1173
4930405G09Rik,1060
4930405H06Rik,1856
4930405J17Rik,3207
4930405L22Rik,1786
4930405N21Rik,9008
4930405O22Rik,3019
4930406D18Rik,12007
4930407G08Rik,3445
4930407I02Rik,8483
4930407I10Rik,4675
4930407I19Rik,3950
4930408K08Rik,1436
4930408O17Rik,8165
4930412B13Rik,1276
4930412C18Rik,40824
4930412E21Rik,8124
4930412F09Rik,5294
4930412F12Rik,1471
4930412M03Rik,4374
4930413E15Rik,8714
4930413E20Rik,2877
4930413F20Rik,5552
4930413G21Rik,993
4930414F18Rik,8465
4930414N06Rik,3453
4930415C11Rik,537
4930415H17Rik,123
4930415O11Rik,1434
4930415P13Rik,534
4930417H01Rik,17896
4930417O13Rik,24045
4930417O22Rik,4314
4930419G24Rik,2051
4930420G21Rik,6448
4930420N18Rik,676
4930421C12Rik,1574
4930421P05Rik,1854
4930421P07Rik,399
4930422C21Rik,4179
4930422I22Rik,7021
4930422M22Rik,8890
4930423B08Rik,3500
4930423C22Rik,1311
4930423D22Rik,1674
4930423D24Rik,1243
4930423K06Rik,4373
4930423M02Rik,11280
4930425K10Rik,3703
4930425K24Rik,2143
4930425L21Rik,15678
4930425O10Rik,6744
4930425P05Rik,6712
4930426D05Rik,4380
4930426I24Rik,18865
4930426L09Rik,3878
4930428D20Rik,1590
4930428E07Rik,6514
4930428G15Rik,1641
4930428N03Rik,20367
4930428O21Rik,1740
4930429C20Rik,4319
4930429D17Rik,9771
4930429F11Rik,1806
4930429F24Rik,11238
4930429H19Rik,25502
4930429P21Rik,6443
4930430E12Rik,2626
4930430F21Rik,1699
4930430J02Rik,1350
4930430O22Rik,1118
4930431C11Rik,3256
4930431F10Rik,1242
4930431F12Rik,3898
4930431L21Rik,851
4930431P03Rik,13730
4930431P19Rik,3494
4930431P22Rik,10412
4930432B10Rik,9920
4930432E11Rik,11030
4930432H08Rik,15890
4930432J01Rik,8804
4930432J09Rik,4320
4930432L08Rik,1608
4930432M17Rik,1128
4930432O09Rik,10930
